,id,x-coord,y-coord,cluster,title,colors
18,c.4,-74.21691131591797,-41.907997131347656,32,Staff Members,"(1.0, 0.0, 0.4411768180150532, 1.0)"
19,c.5,-74.21691131591797,-41.907997131347656,32,Staff Members,"(1.0, 0.0, 0.4411768180150532, 1.0)"
20,c.6,-74.21691131591797,-41.907997131347656,32,Staff Members,"(1.0, 0.0, 0.4411768180150532, 1.0)"
21,c.7,-74.21691131591797,-41.907997131347656,32,Staff Members,"(1.0, 0.0, 0.4411768180150532, 1.0)"
22,c.12,-22.483566284179688,-23.102615356445312,11,Certified,"(0.10073339485104227, 1.0, 0.0, 1.0)"
23,c.13,-27.19977378845215,29.208717346191406,11,Product Development,"(0.10073339485104227, 1.0, 0.0, 1.0)"
24,c.14,-16.754676818847656,90.05850219726562,9,Project Management,"(0.4481602128660953, 1.0, 0.0, 1.0)"
25,c.15,-74.21691131591797,-41.907997131347656,32,Staff Members,"(1.0, 0.0, 0.4411768180150532, 1.0)"
26,c.16,-33.82622528076172,-31.620773315429688,11,Processes Tools,"(0.10073339485104227, 1.0, 0.0, 1.0)"
27,c.17,19.394433975219727,-43.149513244628906,11,Telecom Technology,"(0.10073339485104227, 1.0, 0.0, 1.0)"
28,c.19,14.784709930419922,81.39321899414062,1,Sales Marketing,"(1.0, 0.16213251507369153, 0.0, 1.0)"
29,c.21,2.0295209884643555,-1.6759096384048462,21,Radio Networks,"(0.0, 0.34044342316401155, 1.0, 1.0)"
30,c.22,1.1734256744384766,-1.4484089612960815,21,Fixed Networks,"(0.0, 0.34044342316401155, 1.0, 1.0)"
31,c.23,-17.187334060668945,-3.6661601066589355,33,Nokia Software,"(1.0, 0.0, 0.2558825150736914, 1.0)"
32,c.24,18.131772994995117,-12.131143569946289,21,Optical Networks,"(0.0, 0.34044342316401155, 1.0, 1.0)"
33,c.33,11.070141792297363,-55.40111541748047,11,Whats,"(0.10073339485104227, 1.0, 0.0, 1.0)"
34,c.35,-3.0357441902160645,16.744243621826172,33,Online Nokia Books,"(1.0, 0.0, 0.2558825150736914, 1.0)"
35,c.36,-74.81778717041016,-41.649959564208984,32,Video staff members,"(1.0, 0.0, 0.4411768180150532, 1.0)"
36,c.37,-41.25284957885742,71.64501190185547,0,Business Consultant,"(1.0, 0.0, 0.0, 1.0)"
37,c.39,-18.024492263793945,-45.28155517578125,0,Vision,"(1.0, 0.0, 0.0, 1.0)"
38,c.57,-33.53114700317383,-32.656898498535156,11,Debug Tools,"(0.10073339485104227, 1.0, 0.0, 1.0)"
39,c.58,0.8331974148750305,0.7692801356315613,21,Mobile Networks Care Maintain Tools Blueprint,"(0.0, 0.34044342316401155, 1.0, 1.0)"
40,n.1455635019223,-8.866198539733887,81.40457916259766,9,CEMT Measure Owners Project Team MembersCEMT Measure Owners Project Team MembersCEMT Measure Owners Project Team MembersCEMT Measure Owners Project Team Members,"(0.4481602128660953, 1.0, 0.0, 1.0)"
41,n.1455635261149,2.480591058731079,-43.324153900146484,11,CEMT Approvers,"(0.10073339485104227, 1.0, 0.0, 1.0)"
42,n.1455635719676,2.480591058731079,-43.32431411743164,11,CEMT Controllers,"(0.10073339485104227, 1.0, 0.0, 1.0)"
43,n.1455638218110,-12.510570526123047,-64.37995147705078,11,Cost Efficiency Measurement Tool CEMT,"(0.10073339485104227, 1.0, 0.0, 1.0)"
44,n.1455703052874,-10.3263521194458,81.83516693115234,9,CEMT System Project Admins,"(0.4481602128660953, 1.0, 0.0, 1.0)"
45,n.1457003014038,-6.06325101852417,18.809240341186523,33,Nokia VoLTE,"(1.0, 0.0, 0.2558825150736914, 1.0)"
46,n.1457003159282,-1.7141673564910889,18.141155242919922,33,Nokia Liquid Applications,"(1.0, 0.0, 0.2558825150736914, 1.0)"
47,n.1457003511987,-2.4351487159729004,15.870375633239746,33,technology Nokia Starter,"(1.0, 0.0, 0.2558825150736914, 1.0)"
48,n.1457364353349,30.199115753173828,49.90121078491211,31,1350 product overview,"(1.0, 0.0, 0.6033093330887447, 1.0)"
49,n.1457364959720,-57.117225646972656,31.359384536743164,11,SROS Fundamentals,"(0.10073339485104227, 1.0, 0.0, 1.0)"
50,n.1457365350454,29.87036895751953,49.127716064453125,31,7750 SR7450 Product Overview,"(1.0, 0.0, 0.6033093330887447, 1.0)"
51,n.1457367104672,43.15525817871094,-27.478147506713867,11,Microwave Radio,"(0.10073339485104227, 1.0, 0.0, 1.0)"
52,n.1457424559553,8.667943000793457,27.73279571533203,14,Passive Optical Solution Introduction TAC03532K,"(0.0, 1.0, 0.43198539834503574, 1.0)"
53,n.1457425837509,7.277571201324463,29.862985610961914,14,Product Solution overviews,"(0.0, 1.0, 0.43198539834503574, 1.0)"
54,n.1457426318672,-71.34144592285156,14.728968620300293,26,Partner Learning Series Power Utilities optional,"(0.5165427279397867, 0.0, 1.0, 1.0)"
55,n.1457428440191,16.780040740966797,85.37309265136719,1,Sales Overview,"(1.0, 0.16213251507369153, 0.0, 1.0)"
56,n.1457624053635,17.64664077758789,-28.88936996459961,11,Black Belt,"(0.10073339485104227, 1.0, 0.0, 1.0)"
57,n.1457623981142,-70.49634552001953,15.959593772888184,26,Lean Sigma Green Belt Certification Learning Path TMG00066K,"(0.5165427279397867, 0.0, 1.0, 1.0)"
58,n.1457623273941,-27.892946243286133,-71.21968078613281,11,Blue Belt Practitioner Lean Kaizen TMG00082K,"(0.10073339485104227, 1.0, 0.0, 1.0)"
59,n.1456407022748,17.156707763671875,-30.09743881225586,11,Orange Recognition,"(0.10073339485104227, 1.0, 0.0, 1.0)"
60,n.1458836063605,-6.611776351928711,-24.557205200195312,11,Bell Labs,"(0.10073339485104227, 1.0, 0.0, 1.0)"
61,n.1458913251196,-6.16159200668335,47.84852981567383,23,Customer,"(0.023161131617013827, 0.016177736765972346, 1.0, 1.0)"
62,n.1459251249953,30.74201774597168,66.05293273925781,10,Line Manager Communication,"(0.2628659099247336, 1.0, 0.0, 1.0)"
63,n.1459411842520,31.307878494262695,-56.64476013183594,24,Small Cells,"(0.16911590992473247, 0.0, 1.0, 1.0)"
64,n.1459498321642,-76.30792999267578,10.799513816833496,34,Coursera Machine Learning Stanford University,"(1.0, 0.0, 0.09375, 1.0)"
65,n.1459854457051,38.13774871826172,-28.63676643371582,4,Annual Planning,"(1.0, 0.6948536360301065, 0.0, 1.0)"
66,n.1459854917726,23.010753631591797,-37.31467819213867,11,Internal Controls Basics,"(0.10073339485104227, 1.0, 0.0, 1.0)"
67,n.1459855195071,44.93381881713867,45.982208251953125,12,Introduction Nokia Accounting Principles,"(0.0, 1.0, 0.08456076910733497, 1.0)"
68,n.1459855598453,-10.839827537536621,-44.329105377197266,11,Structured Finance,"(0.10073339485104227, 1.0, 0.0, 1.0)"
69,n.1459865476529,-13.712484359741211,62.0162353515625,11,AntiCorruption Compliance Training 2015,"(0.10073339485104227, 1.0, 0.0, 1.0)"
70,n.1459939349042,-30.98676109313965,-49.163665771484375,11,Embracing Innovation,"(0.10073339485104227, 1.0, 0.0, 1.0)"
71,n.1459940043096,-15.071188926696777,-51.805816650390625,11,Bringing ideas life,"(0.10073339485104227, 1.0, 0.0, 1.0)"
72,n.1460030976648,-15.954195022583008,62.62553405761719,11,Blue Book Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
73,n.1460031811706,-16.061059951782227,62.60360336303711,11,Green Book Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
74,n.1460033206023,-5.738662242889404,18.525327682495117,33,Innovation Nokia,"(1.0, 0.0, 0.2558825150736914, 1.0)"
75,n.1460733757607,-47.26383590698242,-56.042850494384766,11,Using Feedback Improve Team Performance,"(0.10073339485104227, 1.0, 0.0, 1.0)"
76,n.1460473341292,27.02401351928711,67.81059265136719,23,Customer Quality Manager Training,"(0.023161131617013827, 0.016177736765972346, 1.0, 1.0)"
77,n.1460639278578,-58.8775749206543,-34.52321243286133,0,Interpersonal Communication Interpersonal Communication Targeting Your Message,"(1.0, 0.0, 0.0, 1.0)"
78,n.1461057809964,4.236336708068848,-47.12336730957031,11,Dialog,"(0.10073339485104227, 1.0, 0.0, 1.0)"
79,n.1461077003945,-20.200559616088867,88.63080596923828,9,Customer Project Change Management,"(0.4481602128660953, 1.0, 0.0, 1.0)"
80,n.1461089337273,-37.97251892089844,44.52314758300781,18,Data Visualization,"(0.0, 0.8731645441204264, 1.0, 1.0)"
81,n.1461238885153,3.8541712760925293,-46.52082061767578,11,Competition,"(0.10073339485104227, 1.0, 0.0, 1.0)"
82,n.1461239192503,-39.11499786376953,42.95303726196289,18,Data Visualization Essentials,"(0.0, 0.8731645441204264, 1.0, 1.0)"
83,n.1461239461578,-39.84514617919922,40.04339599609375,18,Data Opportunities Challenges,"(0.0, 0.8731645441204264, 1.0, 1.0)"
84,n.1461664139757,-10.91297721862793,-44.43484115600586,11,Fluent finance videos first toolkit,"(0.10073339485104227, 1.0, 0.0, 1.0)"
85,n.1461753011587,44.941829681396484,45.95088577270508,12,Introduction Nokia Finance everyone,"(0.0, 1.0, 0.08456076910733497, 1.0)"
86,n.1461753623189,-57.58424377441406,31.600963592529297,11,Accounting Fundamentals,"(0.10073339485104227, 1.0, 0.0, 1.0)"
87,n.1461754619819,-5.297952175140381,-62.30227279663086,11,Profit Ability eGame,"(0.10073339485104227, 1.0, 0.0, 1.0)"
88,n.1462189504783,-20.24293327331543,64.16300964355469,11,Antenna training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
89,n.1462189561047,-12.63971996307373,61.45674133300781,11,Antenna training Basic antenna theory terminology,"(0.10073339485104227, 1.0, 0.0, 1.0)"
90,n.1462189749997,-11.925043106079102,61.47774124145508,11,Antenna training Base station antenna types site aspects,"(0.10073339485104227, 1.0, 0.0, 1.0)"
91,n.1462189784983,-11.859502792358398,61.40548324584961,11,Antenna training Base station antenna building blocks different radiator types,"(0.10073339485104227, 1.0, 0.0, 1.0)"
92,n.1462192036045,-36.04468536376953,-24.348770141601562,11,Containerization Using Docker DevOps,"(0.10073339485104227, 1.0, 0.0, 1.0)"
93,n.1462213981222,-17.050399780273438,-24.905927658081055,11,Purple from 17th June 2020,"(0.10073339485104227, 1.0, 0.0, 1.0)"
94,n.1462215650604,17.042451858520508,-30.16724967956543,11,Purple Champions,"(0.10073339485104227, 1.0, 0.0, 1.0)"
95,n.1461244170078,79.75816345214844,13.143141746520996,7,Nokia Change Management Framework,"(0.7955870308811486, 1.0, 0.0, 1.0)"
96,n.1461674256957,-6.236985206604004,18.384925842285156,33,Nokia Leader,"(1.0, 0.0, 0.2558825150736914, 1.0)"
97,n.1462940202137,82.23291015625,-10.681492805480957,20,Nokia NetAct Application delta from NetAct NetAct,"(0.0, 0.5257377261053733, 1.0, 1.0)"
98,n.1462959803698,-74.21691131591797,-41.907997131347656,32,Staff Members,"(1.0, 0.0, 0.4411768180150532, 1.0)"
99,n.1462905864195,-24.672069549560547,-48.46945571899414,0,Harvard ManageMentor,"(1.0, 0.0, 0.0, 1.0)"
100,n.1462803137336,79.65838623046875,12.055301666259766,7,Module Introduction Nokia Change Management,"(0.7955870308811486, 1.0, 0.0, 1.0)"
101,n.1462956458340,79.66593170166016,12.134028434753418,7,Module Introduction Nokia Change Management Change,"(0.7955870308811486, 1.0, 0.0, 1.0)"
102,n.1462956772923,49.579166412353516,41.00650405883789,12,Module Introduction Neuroscience Positive Psychology,"(0.0, 1.0, 0.08456076910733497, 1.0)"
103,n.1462957372229,80.6256332397461,13.60488224029541,7,Module Summary Nokia Change Management Framework Core Elements SelfStudy,"(0.7955870308811486, 1.0, 0.0, 1.0)"
104,n.1462957742331,84.18407440185547,13.672233581542969,0,Module Building Commitment Change SelfStudy package,"(1.0, 0.0, 0.0, 1.0)"
105,n.1462957885844,80.044921875,13.420156478881836,7,Module Leading Change Management Nokia elearning,"(0.7955870308811486, 1.0, 0.0, 1.0)"
106,n.1462890431669,-49.65644836425781,-48.95003890991211,11,Quality Capabilities,"(0.10073339485104227, 1.0, 0.0, 1.0)"
107,n.1462893269791,-43.062801361083984,70.6490478515625,32,Business Quality staff,"(1.0, 0.0, 0.4411768180150532, 1.0)"
108,n.1463143419823,-11.578254699707031,-49.64176940917969,11,Acquiring External Resources elearning course,"(0.10073339485104227, 1.0, 0.0, 1.0)"
109,n.1463487559566,59.33240509033203,-31.995132446289062,22,552x Applications Integration Administration Maintenance,"(0.0, 0.17831090809032013, 1.0, 1.0)"
110,n.1463645026165,15.646134376525879,1.4507468938827515,21,Core Networks,"(0.0, 0.34044342316401155, 1.0, 1.0)"
111,n.1463742517054,-71.45096588134766,15.7460355758667,26,Finance Acumen everyone intermediate learning paths,"(0.5165427279397867, 0.0, 1.0, 1.0)"
112,n.1463743228948,-71.62861633300781,16.402297973632812,26,Financial Accounting Essentials concepts analysis Intermediate learning path,"(0.5165427279397867, 0.0, 1.0, 1.0)"
113,n.1463745022595,6.44174337387085,81.86243438720703,26,Finance essentials understanding Value Based Sales learning path,"(0.5165427279397867, 0.0, 1.0, 1.0)"
114,n.1463745596860,-13.610604286193848,89.19448852539062,9,Project Financial Management essentials learning path,"(0.4481602128660953, 1.0, 0.0, 1.0)"
115,n.1464122611228,-2.1235458850860596,44.4329719543457,23,Challenger Sale Taking Control Customer Conversation,"(0.023161131617013827, 0.016177736765972346, 1.0, 1.0)"
116,n.1464189940121,-20.87224006652832,-53.908966064453125,11,Challenger Sale from,"(0.10073339485104227, 1.0, 0.0, 1.0)"
117,n.1464190501460,-5.8707146644592285,-45.43128967285156,11,Challenger Marketing Succeeding Todays Battleground,"(0.10073339485104227, 1.0, 0.0, 1.0)"
118,n.1464190806022,-19.87384605407715,-55.25081253051758,11,Challenger Sale,"(0.10073339485104227, 1.0, 0.0, 1.0)"
119,n.1464190941607,-1.7098017930984497,43.50115966796875,11,CHALLENGER SALE BEAT Challenger Sale Myth Challenger Customer,"(0.10073339485104227, 1.0, 0.0, 1.0)"
120,n.1464253433129,53.719261169433594,0.612894594669342,28,Vision Cyber Security,"(0.8639695459548403, 0.0, 1.0, 1.0)"
121,n.1464255402595,79.77140045166016,13.174814224243164,7,Nokia Change Management Roles,"(0.7955870308811486, 1.0, 0.0, 1.0)"
122,n.1464255599226,84.5400161743164,15.08721923828125,0,Change Agent,"(1.0, 0.0, 0.0, 1.0)"
123,n.1464255624724,84.9404296875,16.103471755981445,0,Change Leader,"(1.0, 0.0, 0.0, 1.0)"
124,n.1464255656410,85.59273529052734,16.567626953125,0,Change Practitioner,"(1.0, 0.0, 0.0, 1.0)"
125,n.1464255678177,86.31827545166016,18.431440353393555,10,Change Manager,"(0.2628659099247336, 1.0, 0.0, 1.0)"
126,n.1464255702545,86.36787414550781,18.546907424926758,10,Change Project Manager,"(0.2628659099247336, 1.0, 0.0, 1.0)"
127,n.1464183514721,57.358890533447266,-20.733409881591797,11,Mode Operation,"(0.10073339485104227, 1.0, 0.0, 1.0)"
128,n.1464867111725,84.41291809082031,14.980094909667969,0,Colors Change,"(1.0, 0.0, 0.0, 1.0)"
129,n.1465304833550,36.199275970458984,-7.891778469085693,8,Future Talks Future Network Video Collection,"(0.6102927279397868, 1.0, 0.0, 1.0)"
130,n.1465491871963,-6.592803955078125,-24.608440399169922,11,Bell Labs Life Crown Jewel,"(0.10073339485104227, 1.0, 0.0, 1.0)"
131,n.1465502981522,36.42677688598633,-7.792064189910889,8,Future Network Bell Labs Perspective,"(0.6102927279397868, 1.0, 0.0, 1.0)"
132,n.1465578454389,15.349644660949707,81.26153564453125,1,Sales Essentials,"(1.0, 0.16213251507369153, 0.0, 1.0)"
133,n.1465991387795,-74.93818664550781,-41.92362976074219,32,TECH Staff Members,"(1.0, 0.0, 0.4411768180150532, 1.0)"
134,n.1466068847856,1.465537190437317,20.320222854614258,33,Nokia People Focus modules,"(1.0, 0.0, 0.2558825150736914, 1.0)"
135,n.1466080112831,44.88377380371094,46.126251220703125,12,Nokia People Focus Introduction,"(0.0, 1.0, 0.08456076910733497, 1.0)"
136,n.1466080217465,1.702255129814148,20.172605514526367,33,Nokia People Focus Goal Setting,"(1.0, 0.0, 0.2558825150736914, 1.0)"
137,n.1466080265217,1.5161056518554688,20.28892707824707,33,Nokia People Focus Dialog,"(1.0, 0.0, 0.2558825150736914, 1.0)"
138,n.1466080334939,-23.82210350036621,29.99346160888672,33,Nokia People Focus Annual Development Review,"(1.0, 0.0, 0.2558825150736914, 1.0)"
139,n.1466080405831,2.2551722526550293,19.546390533447266,33,Nokia People Focus Annual Reward Planning,"(1.0, 0.0, 0.2558825150736914, 1.0)"
140,n.1466393745589,-16.502094268798828,-66.38372802734375,11,Lean Sigma Champions,"(0.10073339485104227, 1.0, 0.0, 1.0)"
141,n.1466429536511,45.41320037841797,44.49751663208008,12,CLTVCL Introduction IFRS Nokia accounting policies Module Basic,"(0.0, 1.0, 0.08456076910733497, 1.0)"
142,n.1466429879696,45.432315826416016,44.438262939453125,12,CLTVCL Introduction IFRS Nokia accounting policies Module Assets,"(0.0, 1.0, 0.08456076910733497, 1.0)"
143,n.1466430085738,45.43461608886719,44.43111801147461,12,CLTVCL Introduction IFRS Nokia accounting policies Module Liabilities,"(0.0, 1.0, 0.08456076910733497, 1.0)"
144,n.1466430449252,2.447103261947632,-35.24982833862305,11,CLTVCL IFRS Update,"(0.10073339485104227, 1.0, 0.0, 1.0)"
145,n.1466670656945,-10.632142066955566,-72.53620147705078,11,Practical Problem Solving Course,"(0.10073339485104227, 1.0, 0.0, 1.0)"
146,n.1466777612246,-5.579150199890137,-47.92079544067383,11,Behavioral Based Interviewing,"(0.10073339485104227, 1.0, 0.0, 1.0)"
147,n.1466778492566,2.8718438148498535,-38.93360900878906,11,Behavioral Based Interviewing Self Study,"(0.10073339485104227, 1.0, 0.0, 1.0)"
148,n.1467298274716,83.15387725830078,-22.190637588500977,7,Module Deep Dive Nokia Change management Virtual Classroom Training,"(0.7955870308811486, 1.0, 0.0, 1.0)"
149,n.1467360808984,78.42251586914062,-10.900053977966309,20,SRAN migration with NetAct,"(0.0, 0.5257377261053733, 1.0, 1.0)"
150,n.1467622682648,-14.039959907531738,3.674981117248535,30,CloudBand Certification,"(1.0, 0.0, 0.7886036360301064, 1.0)"
151,n.1467645074337,31.779220581054688,17.779796600341797,3,Virtualization Telco Cloud Introduction eLearning,"(1.0, 0.5095593330887448, 0.0, 1.0)"
152,n.1467645380269,0.28339239954948425,8.788454055786133,33,CloudBand Nokia Certified Foundation test,"(1.0, 0.0, 0.2558825150736914, 1.0)"
153,n.1467721896940,52.65544128417969,1.9294028282165527,28,Vision Cyber Security Aware English,"(0.8639695459548403, 0.0, 1.0, 1.0)"
154,n.1467739290375,70.9658203125,21.577505111694336,7,Role Strategic Account Management Nokia,"(0.7955870308811486, 1.0, 0.0, 1.0)"
155,n.1467739555767,65.64644622802734,17.817899703979492,7,Strategic Account Management,"(0.7955870308811486, 1.0, 0.0, 1.0)"
156,n.1468579212114,-20.374217987060547,64.14324951171875,11,Mandatory Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
157,n.1468852997315,5.47900390625,85.04395294189453,1,Sales Capability Development Site,"(1.0, 0.16213251507369153, 0.0, 1.0)"
158,n.1470826929515,38.02328109741211,-59.84421920776367,11,System Tools,"(0.10073339485104227, 1.0, 0.0, 1.0)"
159,n.1470865599244,10.955856323242188,-54.73661804199219,11,Smart Dashboard,"(0.10073339485104227, 1.0, 0.0, 1.0)"
160,n.1470937680868,38.0147819519043,-29.506359100341797,4,Strategic Account Planning Methodology,"(1.0, 0.6948536360301065, 0.0, 1.0)"
161,n.1471519722733,-64.64366912841797,-67.18243408203125,23,Onboarding Customer Support,"(0.023161131617013827, 0.016177736765972346, 1.0, 1.0)"
162,n.1471876518143,63.40363311767578,-1.2605950832366943,28,Product Security Journey Orange Belt,"(0.8639695459548403, 0.0, 1.0, 1.0)"
163,n.1471877795590,62.8931770324707,-1.799690842628479,28,Product Security Journey,"(0.8639695459548403, 0.0, 1.0, 1.0)"
164,n.1471882839673,66.53970336914062,17.64735984802246,7,Trade Management,"(0.7955870308811486, 1.0, 0.0, 1.0)"
165,n.1471883153175,-15.21638298034668,62.32826614379883,11,Export Control Basic Training,"(0.10073339485104227, 1.0, 0.0, 1.0)"
166,n.1471938877713,63.36606979370117,-1.2755811214447021,28,Product Security Journey Purple Belt,"(0.8639695459548403, 0.0, 1.0, 1.0)"
167,n.1472110474882,-5.851285457611084,-42.140560150146484,11,IBTP Knowledge Sharer,"(0.10073339485104227, 1.0, 0.0, 1.0)"
168,n.1472111522826,13.121030807495117,-61.38934326171875,11,IBTP Tutor,"(0.10073339485104227, 1.0, 0.0, 1.0)"
169,n.1472111570271,-6.821853160858154,-22.108232498168945,11,Internal Trainer Program IBTP,"(0.10073339485104227, 1.0, 0.0, 1.0)"
170,n.1472562893764,4.573412895202637,-72.35189056396484,11,Privacy Matters,"(0.10073339485104227, 1.0, 0.0, 1.0)"
171,n.1472635822421,31.457674026489258,47.9238166809082,31,Overview Training,"(1.0, 0.0, 0.6033093330887447, 1.0)"
172,n.1472723140948,21.69951820373535,1.1759718656539917,11,Core,"(0.10073339485104227, 1.0, 0.0, 1.0)"
173,n.1472723858602,6.634689807891846,-59.23600387573242,11,N43GCMSS,"(0.10073339485104227, 1.0, 0.0, 1.0)"
174,n.1472723956542,-2.1207590103149414,-56.087982177734375,11,N43GCOSP,"(0.10073339485104227, 1.0, 0.0, 1.0)"
175,n.1472640820091,-39.030574798583984,41.925968170166016,18,Data Storage Protection,"(0.0, 0.8731645441204264, 1.0, 1.0)"
176,n.1473243403608,-9.397767066955566,2.953425168991089,30,Virtual Classroom Prep Course Certification Exam,"(1.0, 0.0, 0.7886036360301064, 1.0)"
177,n.1473334691037,-1.4119387865066528,-32.97215270996094,11,Collection,"(0.10073339485104227, 1.0, 0.0, 1.0)"
178,n.1473340505865,-41.1029167175293,68.47940826416016,0,Conducting Business Involving Government,"(1.0, 0.0, 0.0, 1.0)"
179,n.1473340845902,19.702709197998047,-29.063507080078125,22,Class Product Requirements Installation Maintenance Lifecycle Support,"(0.0, 0.17831090809032013, 1.0, 1.0)"
180,n.1473341251320,12.094462394714355,8.264970779418945,11,Class Services Policy Procedures,"(0.10073339485104227, 1.0, 0.0, 1.0)"
181,n.1473342517746,13.064488410949707,52.36899185180664,11,Service Provider User Information,"(0.10073339485104227, 1.0, 0.0, 1.0)"
182,n.1473346159596,9.552484512329102,-41.430992126464844,11,Access Control Plan Policy Procedures,"(0.10073339485104227, 1.0, 0.0, 1.0)"
183,n.1473346393019,13.643107414245605,-22.8979549407959,11,Class Products Protected Platforms Requirements Developers,"(0.10073339485104227, 1.0, 0.0, 1.0)"
184,n.1473451563392,27.10805320739746,67.92298889160156,23,Presentations Skills Customer Quality Manager Training,"(0.023161131617013827, 0.016177736765972346, 1.0, 1.0)"
185,n.1473631710339,28.39002799987793,42.95088195800781,31,Country Origin Overview,"(1.0, 0.0, 0.6033093330887447, 1.0)"
186,n.1473632162572,0.4247811734676361,-68.04180908203125,11,Triangle trade,"(0.10073339485104227, 1.0, 0.0, 1.0)"
187,n.1473632689166,-1.3304959535598755,-60.680641174316406,11,INCOTERMS,"(0.10073339485104227, 1.0, 0.0, 1.0)"
188,n.1473694720324,29.572771072387695,-9.054190635681152,30,Nokia Mobile Network Certification,"(1.0, 0.0, 0.7886036360301064, 1.0)"
189,n.1473694819798,15.79383373260498,-48.45132827758789,11,NCSA,"(0.10073339485104227, 1.0, 0.0, 1.0)"
190,n.1473792011031,37.979312896728516,-29.616331100463867,4,Strategic Account Planning Guidebook,"(1.0, 0.6948536360301065, 0.0, 1.0)"
191,n.1474357883839,21.197986602783203,-65.80885314941406,11,IBTP Internal Trainer,"(0.10073339485104227, 1.0, 0.0, 1.0)"
192,n.1474561365087,11.336453437805176,-51.5650634765625,11,Procurement,"(0.10073339485104227, 1.0, 0.0, 1.0)"
193,n.1474640717103,33.68742752075195,43.38100051879883,31,EdenNET Overview,"(1.0, 0.0, 0.6033093330887447, 1.0)"
194,n.1474641286260,81.20826721191406,-12.599546432495117,20,Introduction NetAct,"(0.0, 0.5257377261053733, 1.0, 1.0)"
195,n.1474990687690,70.93061828613281,21.656761169433594,33,Nokia Document Records Management Introductory Course,"(1.0, 0.0, 0.2558825150736914, 1.0)"
196,n.1475089132040,4.9368157386779785,65.14000701904297,27,EXECUTE Process,"(0.7018370308811488, 0.0, 1.0, 1.0)"
197,n.1475063103172,-1.9834221601486206,-18.915224075317383,11,EdenNet EdenNET,"(0.10073339485104227, 1.0, 0.0, 1.0)"
198,n.1475068162822,82.22981262207031,-10.008259773254395,20,NetAct,"(0.0, 0.5257377261053733, 1.0, 1.0)"
199,n.1475149858916,25.67197608947754,30.45245933532715,11,Digital Insights Product Training previously Digital Intelligence,"(0.10073339485104227, 1.0, 0.0, 1.0)"
200,n.1475517560450,-32.467384338378906,-40.80082321166992,11,Executing Projects Power Culture,"(0.10073339485104227, 1.0, 0.0, 1.0)"
201,n.1475682800622,52.517791748046875,-22.987590789794922,21,Mobile Networks Mode Operation,"(0.0, 0.34044342316401155, 1.0, 1.0)"
202,n.1475748287107,-21.21306800842285,-64.83778381347656,11,Strategic Offering 20162017,"(0.10073339485104227, 1.0, 0.0, 1.0)"
203,n.1475854839246,74.93041229248047,-15.424919128417969,5,NetAct Installation Administration,"(1.0, 0.8569861511037979, 0.0, 1.0)"
